id,target
9477,0
9478,0
9479,0
9483,0
9487,0
9494,1
9497,0
9498,1
9506,1
9512,0
9514,0
9515,1
9516,1
9517,0
9518,0
9521,0
9523,0
9527,0
9528,1
9530,0
9532,1
9534,0
9535,0
9536,1
9543,0
9544,0
9545,1
9546,0
9549,1
9558,0
9560,1
9561,0
9570,0
9573,1
9578,1
9584,0
9587,0
9588,0
9599,0
9601,1
9604,0
9614,1
9615,1
9621,1
9622,0
9623,1
9624,0
9626,1
9628,1
9630,0
9631,1
9633,1
9635,1
9637,1
9641,0
9647,1
9648,1
9649,0
9658,1
9662,1
9668,0
9671,1
9676,0
9677,1
9679,0
9682,0
9685,0
9689,0
9692,0
9693,1
9694,0
9696,0
9700,0
9711,1
9713,0
9720,0
9721,1
9725,0
9726,0
9727,0
9735,0
9740,1
9742,1
9743,1
9747,1
9748,1
9751,1
9758,1
9767,1
9768,1
9773,0
9777,1
9781,1
9784,0
9786,0
9789,1
9792,0
9793,1
9798,1
9799,0
9802,1
9803,0
9804,1
9805,1
9807,0
9809,1
9811,0
9814,1
9817,0
9821,0
9824,0
9825,0
9827,0
9839,1
9840,0
9843,0
9844,0
9845,0
9847,0
9848,0
9851,0
9852,0
9855,0
9856,0
9863,0
9867,1
9871,0
9876,0
9879,0
9882,1
9891,0
9892,0
9893,1
9895,1
9899,0
9900,1
9902,0
9903,0
9904,0
9908,0
9913,0
9914,0
9917,1
9922,1
9924,0
9926,0
9927,0
9928,1
9929,1
9936,0
9939,1
9947,0
9951,0
9954,1
9956,0
9957,1
9959,0
9962,0
9964,0
9966,1
9968,0
9969,0
9970,0
9975,1
9977,1
9981,0
9993,0
9996,0
9997,0
9999,0
10002,0
10007,1
10015,0
10019,0
10022,0
10024,0
10026,0
10033,0
10043,0
10046,0
10051,0
10053,1
10062,1
10063,1
10065,1
10068,1
10078,0
10086,1
10094,0
10095,1
10096,0
10097,0
10103,1
10104,1
10108,1
10122,0
10123,0
10128,1
10131,0
10133,0
10134,0
10135,0
10145,1
10148,0
10154,0
10155,0
10158,0
10160,1
10161,1
10162,1
10165,1
10166,1
10167,1
10170,0
10178,1
10180,0
10181,0
10185,0
10188,1
10190,1
10196,0
10200,1
10205,0
10211,0
10216,0
10219,0
10221,0
10225,0
10227,0
10228,0
10230,0
10232,0
10233,1
10235,0
10238,1
10240,0
10242,0
10248,0
10254,1
10257,0
10261,0
10262,1
10266,1
10267,1
10271,1
10277,0
10279,1
10281,1
10282,0
10285,0
10292,0
10298,0
10300,1
10309,0
10311,1
10312,0
10319,0
10324,1
10326,0
10328,1
10343,1
10346,0
10347,0
10353,0
10354,1
10356,1
10357,1
10362,0
10363,0
10370,0
10373,0
10386,0
10388,0
10389,1
10391,1
10397,0
10400,1
10403,0
10404,0
10408,0
10417,0
10425,0
10435,0
10437,1
10438,1
10440,0
10442,1
10447,0
10452,1
10453,1
10454,1
10459,1
10460,1
10463,1
10465,1
10469,1
10474,0
10475,0
10476,1
10477,1
10480,1
10491,0
10493,0
10494,0
10495,0
10497,1
10501,0
10504,0
10507,0
10509,1
10510,0
10512,0
10514,0
10526,0
10528,1
10530,0
10531,0
10532,0
10538,0
10539,1
10542,0
10547,1
10549,0
10556,0
10569,1
10572,1
10577,1
10579,0
10586,1
10594,1
10595,0
10597,0
10602,1
10604,1
10614,0
10617,0
10618,0
10619,1
10624,1
10633,1
10634,1
10635,0
10638,0
10639,0
10642,0
10643,0
10645,1
10646,0
10649,0
10652,1
10653,1
10654,0
10661,0
10664,0
10668,0
10670,0
10674,0
10683,1
10694,1
10697,0
10699,0
10701,0
10703,1
10713,0
10714,1
10716,0
10717,1
10719,0
10725,0
10728,0
10734,1
10738,1
10740,1
10742,1
10756,1
10757,1
10758,1
10761,1
10762,1
10773,1
10778,1
10781,1
10791,0
10792,1
10796,1
10797,1
10801,0
10804,0
10806,0
10807,1
10816,0
10820,0
10828,0
10836,0
10838,1
10845,1
10856,1
10857,1
10858,1
10861,0
10865,0
10868,0
10874,0
10875,0
